frame,nose_x,nose_y,nose_detected,left_eye_x,left_eye_y,left_eye_detected,right_eye_x,right_eye_y,right_eye_detected,left_ear_x,left_ear_y,left_ear_detected,right_ear_x,right_ear_y,right_ear_detected,left_shoulder_x,left_shoulder_y,left_shoulder_detected,right_shoulder_x,right_shoulder_y,right_shoulder_detected,left_elbow_x,left_elbow_y,left_elbow_detected,right_elbow_x,right_elbow_y,right_elbow_detected,left_wrist_x,left_wrist_y,left_wrist_detected,right_wrist_x,right_wrist_y,right_wrist_detected,left_hip_x,left_hip_y,left_hip_detected,right_hip_x,right_hip_y,right_hip_detected,left_knee_x,left_knee_y,left_knee_detected,right_knee_x,right_knee_y,right_knee_detected,left_ankle_x,left_ankle_y,left_ankle_detected,right_ankle_x,right_ankle_y,right_ankle_detected
104,[   -0.14114],[  -0.018253],True,[    0.25152],[   0.042966],True,[     373.76],[     72.917],True,[    -58.871],[    -13.426],True,[     1768.8],[     328.59],True,[     1665.7],[     319.05],True,[     1663.5],[     332.83],True,[     39.824],[     6.4678],True,[     1719.5],[     415.68],True,[     666.36],[     147.09],True,[     1760.7],[      424.5],True,[     1586.1],[     411.65],True,[     1582.2],[     420.43],True,[     1662.2],[     460.65],True,[     1655.8],[     472.62],True,[     1636.5],[      550.7],True,[     1623.1],[      570.9],True
105,[   -0.18682],[  -0.025067],True,[   0.054688],[   0.013649],True,[     199.94],[     40.473],True,[    -39.282],[    -9.1517],True,[     1740.2],[     326.29],True,[     1650.5],[     318.38],True,[     1656.1],[     336.27],True,[    -2.6091],[    -2.5148],True,[     1693.9],[     414.97],True,[     477.19],[     105.69],True,[     1729.7],[     420.45],True,[     1576.9],[     416.21],True,[     1579.2],[     427.18],True,[     1658.6],[     458.19],True,[     1658.6],[     472.36],True,[     1633.2],[     548.46],True,[       1628],[     570.52],True
106,[   -0.20082],[  -0.027378],True,[  -0.073918],[ -0.0059436],True,[     74.314],[     16.774],True,[    -23.793],[     -5.726],True,[     1710.5],[     323.31],True,[     1636.4],[     318.93],True,[     1643.5],[     340.63],True,[     -29.19],[    -7.9859],True,[     1666.5],[     419.17],True,[     319.85],[     71.152],True,[     1697.6],[     433.98],True,[     1569.9],[     420.73],True,[     1573.6],[     433.71],True,[     1659.2],[     458.47],True,[       1659],[     475.01],True,[     1633.1],[     548.63],True,[     1627.4],[     572.51],True
107,[    -0.1937],[  -0.026661],True,[   -0.14923],[   -0.01784],True,[    -10.898],[    0.48013],True,[    -12.125],[    -3.1083],True,[     1686.2],[     322.23],True,[     1630.3],[     319.83],True,[     1632.2],[     342.91],True,[    -43.652],[    -10.805],True,[     1642.1],[     417.23],True,[     195.11],[     43.695],True,[     1673.9],[     433.24],True,[     1577.4],[     426.93],True,[     1573.7],[     442.32],True,[     1693.3],[     450.96],True,[     1665.8],[     472.46],True,[       1686],[     547.24],True,[     1623.3],[     575.41],True
108,[   -0.17382],[   -0.02409],True,[   -0.18493],[  -0.023933],True,[    -63.827],[    -9.8446],True,[    -3.7951],[    -1.2088],True,[       1669],[     321.19],True,[     1625.9],[     320.34],True,[     1625.2],[     344.73],True,[    -49.314],[    -11.727],True,[     1625.2],[     416.19],True,[     100.85],[     22.889],True,[       1657],[     434.28],True,[     1582.5],[     431.31],True,[     1574.3],[     448.26],True,[     1717.8],[     446.57],True,[     1672.5],[     469.93],True,[     1725.3],[      547.2],True,[     1621.8],[     576.81],True
109,[   -0.14745],[  -0.020553],True,[   -0.19277],[  -0.025878],True,[    -92.171],[    -15.581],True,[     1.7652],[   0.086461],True,[     1650.9],[      321.4],True,[     1622.6],[     321.41],True,[     1613.1],[     345.05],True,[     -48.97],[    -11.377],True,[       1594],[     402.66],True,[     33.332],[     7.9353],True,[     1611.5],[     430.31],True,[     1591.6],[     433.63],True,[     1576.3],[     452.13],True,[     1733.2],[     439.33],True,[     1674.4],[     473.49],True,[       1736],[      543.2],True,[       1620],[     578.99],True
110,[   -0.11909],[  -0.016687],True,[    -0.1824],[   -0.02505],True,[    -102.74],[    -17.964],True,[     5.1352],[     0.8973],True,[     1634.2],[     321.51],True,[     1618.6],[     323.19],True,[     1601.1],[     346.46],True,[    -44.862],[    -10.252],True,[     1572.8],[     400.03],True,[    -11.941],[    -2.1357],True,[     1597.2],[     430.25],True,[     1597.2],[     434.77],True,[     1575.4],[     454.04],True,[     1747.2],[     436.12],True,[     1680.9],[     472.92],True,[     1740.7],[      544.2],True,[     1616.9],[     580.11],True
111,[  -0.091725],[  -0.012921],True,[   -0.16136],[  -0.022537],True,[    -101.25],[    -18.041],True,[     6.8547],[     1.3379],True,[     1619.1],[     323.27],True,[     1615.2],[     326.43],True,[     1591.3],[     347.11],True,[    -38.704],[     -8.727],True,[     1555.2],[     390.73],True,[    -39.574],[     -8.324],True,[     1576.3],[     427.03],True,[       1601],[     436.29],True,[     1574.2],[     454.69],True,[     1752.2],[     437.33],True,[     1678.6],[      477.3],True,[     1729.6],[     547.04],True,[     1613.4],[      583.1],True
112,[   -0.06716],[  -0.009516],True,[   -0.13526],[   -0.01916],True,[    -92.265],[    -16.656],True,[     7.3956],[     1.5097],True,[     1602.1],[     324.79],True,[     1605.4],[      328.6],True,[     1578.1],[     356.16],True,[    -31.741],[     -7.071],True,[     1550.4],[     404.66],True,[    -53.874],[    -11.569],True,[     1571.1],[     436.86],True,[     1604.3],[     436.44],True,[     1574.9],[     457.56],True,[     1751.5],[     440.15],True,[     1675.4],[     483.86],True,[     1721.2],[     548.61],True,[     1611.4],[      584.5],True
113,[  -0.046316],[ -0.0066106],True,[   -0.10803],[  -0.015505],True,[    -79.261],[    -14.459],True,[     7.1495],[     1.4983],True,[     1001.4],[     205.49],True,[     1605.1],[     368.31],True,[     1582.5],[     382.93],True,[     570.82],[     179.68],True,[     968.88],[     255.55],True,[     531.78],[     188.83],True,[     981.08],[     277.29],True,[     1642.6],[     441.28],True,[     1618.7],[     454.35],True,[       1733],[     469.87],True,[       1673],[      497.5],True,[     1708.2],[     560.37],True,[     1618.7],[        579],True
114,[  -0.029477],[ -0.0042512],True,[  -0.082261],[  -0.011966],True,[    -64.754],[    -11.923],True,[     6.4261],[      1.372],True,[     542.59],[     113.86],True,[     1606.1],[     398.37],True,[     1587.6],[     402.86],True,[     1034.5],[     323.23],True,[     524.79],[     141.11],True,[     986.95],[     344.33],True,[     530.62],[     154.52],True,[     1671.7],[     445.02],True,[     1652.5],[     451.78],True,[     1717.2],[     493.27],True,[     1670.8],[     508.15],True,[       1698],[     569.64],True,[     1625.5],[     574.92],True
115,[  -0.016504],[ -0.0024238],True,[  -0.059455],[  -0.008781],True,[    -50.451],[    -9.3741],True,[     5.4587],[     1.1833],True,[     209.82],[     46.956],True,[     1608.4],[     423.02],True,[     1596.7],[     420.17],True,[     1373.4],[      433.1],True,[     202.73],[     57.645],True,[     1323.8],[     469.29],True,[     204.08],[     64.729],True,[     1693.2],[     452.15],True,[     1681.1],[     454.53],True,[     1692.9],[     514.44],True,[     1668.7],[     520.31],True,[     1693.7],[     575.86],True,[       1656],[     571.38],True
116,[ -0.0070022],[ -0.0010776],True,[  -0.040333],[ -0.0060725],True,[    -37.412],[    -7.0204],True,[     589.36],[     157.15],True,[    -16.936],[      0.991],True,[     1608.1],[     438.79],True,[       1605],[     430.13],True,[     1602.7],[     506.08],True,[     574.95],[     179.96],True,[     1555.3],[     553.68],True,[    -18.281],[     2.9029],True,[     1709.7],[     459.09],True,[       1705],[     458.08],True,[     1677.6],[     534.07],True,[       1672],[     532.49],True,[     1699.4],[     579.87],True,[     1685.6],[      567.4],True
117,[-0.00044754],[ -0.0001421],True,[  -0.025056],[ -0.0038801],True,[    -26.208],[    -4.9767],True,[     1035.7],[     278.38],True,[    -158.74],[    -28.106],True,[     1605.8],[     450.19],True,[     1610.7],[     438.09],True,[     1745.6],[     552.35],True,[     300.11],[        102],True,[     1702.9],[     607.32],True,[    -157.21],[    -36.359],True,[     1716.7],[     464.85],True,[     1719.6],[      461.7],True,[     1661.6],[     545.24],True,[     1676.9],[     538.78],True,[     1692.9],[     583.28],True,[     1709.9],[     565.88],True
118,[  0.0037261],[ 0.00045979],True,[  -0.013421],[ -0.0021878],True,[    -17.052],[     -3.291],True,[     1338.6],[     381.26],True,[    -235.66],[    -44.243],True,[     1593.1],[     463.24],True,[     1596.5],[      446.4],True,[     1829.2],[     588.86],True,[     688.86],[     229.97],True,[     1795.1],[     643.06],True,[     346.94],[     147.37],True,[     1722.8],[     466.05],True,[     1725.5],[     460.32],True,[     1652.2],[     556.22],True,[     1673.9],[     543.35],True,[     1692.8],[      586.5],True,[     1723.3],[     560.09],True
119,[  0.0060649],[ 0.00080324],True,[ -0.0050095],[-0.00094552],True,[    -9.9173],[    -1.9654],True,[     1562.1],[     440.69],True,[    -265.49],[    -50.914],True,[     1590.6],[     468.71],True,[     1602.6],[     449.34],True,[     1861.4],[     603.58],True,[     419.76],[     147.13],True,[     1834.6],[     660.81],True,[     183.14],[     90.342],True,[     1718.9],[     472.79],True,[     1728.3],[     465.76],True,[     1638.6],[     564.05],True,[     1671.9],[     548.98],True,[     1686.7],[     588.44],True,[       1734],[     559.25],True
120,[  0.0070595],[ 0.00095624],True,[   0.000699],[-8.6142e-05],True,[    -4.6249],[   -0.97228],True,[       1125],[     317.76],True,[    -263.23],[    -51.081],True,[     1587.5],[     468.67],True,[     1609.2],[     448.06],True,[     1858.8],[     602.85],True,[     216.52],[     83.136],True,[     1839.5],[     663.75],True,[     65.181],[     47.159],True,[     1713.1],[     475.03],True,[     1730.2],[     467.29],True,[     1628.9],[     567.83],True,[     1674.9],[     551.72],True,[     1680.2],[     592.81],True,[     1743.6],[     563.68],True
121,[     560.22],[     157.04],True,[     562.68],[     153.25],True,[   -0.91629],[   -0.26809],True,[       1329],[     368.21],True,[    -240.88],[    -47.128],True,[     1579.8],[      466.3],True,[     1593.6],[      447.3],True,[     1838.9],[     597.74],True,[     71.005],[     36.132],True,[     1823.8],[     661.03],True,[    -14.466],[      16.15],True,[       1705],[     482.23],True,[     1715.9],[     475.62],True,[     1620.8],[     578.35],True,[     1660.5],[     562.79],True,[       1690],[     593.14],True,[     1745.1],[     562.96],True
122,[     978.05],[     283.44],True,[     984.74],[     277.96],True,[     1.4978],[    0.19777],True,[     1468.6],[     409.72],True,[    -207.64],[    -40.887],True,[     1572.8],[     468.96],True,[     1555.5],[     447.89],True,[     1812.9],[      596.2],True,[     507.79],[     188.46],True,[     1799.5],[     660.86],True,[     470.38],[     200.58],True,[     1697.9],[     487.41],True,[     1691.3],[      479.9],True,[     1612.6],[        591],True,[     1644.2],[     573.47],True,[     1699.5],[     594.25],True,[     1743.8],[      562.8],True
123,[     1277.6],[     383.84],True,[     1287.3],[     376.95],True,[     2.9029],[    0.47617],True,[     1556.8],[     444.45],True,[    -170.15],[    -33.699],True,[     1566.6],[     473.45],True,[     1518.7],[      453.4],True,[     1781.1],[     592.97],True,[      852.1],[     315.62],True,[     1773.1],[     658.39],True,[     848.78],[     355.41],True,[     1687.9],[     493.16],True,[     1662.3],[     485.84],True,[     1605.6],[     602.42],True,[     1622.4],[     582.02],True,[     1708.3],[      595.8],True,[     1734.9],[     563.08],True
124,[     1472.8],[     458.34],True,[     1484.8],[     450.76],True,[     3.5593],[    0.61409],True,[     1604.2],[     471.66],True,[    -132.97],[    -26.483],True,[     1560.7],[     479.92],True,[     1494.3],[     458.67],True,[     1746.9],[     591.26],True,[       1116],[     418.17],True,[     1744.1],[     655.03],True,[     1130.3],[     480.15],True,[     1681.2],[      497.5],True,[     1644.5],[     488.76],True,[     1601.3],[        611],True,[     1608.5],[     586.32],True,[     1711.7],[     597.94],True,[     1725.8],[      563.8],True
125,[     1588.6],[     515.75],True,[     1601.9],[     508.05],True,[     3.6908],[    0.65236],True,[     1621.4],[     496.59],True,[    -98.928],[    -19.824],True,[     1553.8],[     489.29],True,[     1468.4],[     469.29],True,[     1718.6],[     587.57],True,[     1297.7],[     498.76],True,[     1716.5],[     644.38],True,[     1323.5],[     568.42],True,[     1670.7],[      500.3],True,[     1622.7],[     492.08],True,[     1601.4],[     611.75],True,[     1599.7],[     583.27],True,[     1711.7],[     597.58],True,[     1717.5],[      562.2],True
126,[     1649.2],[     550.89],True,[     1663.3],[     543.27],True,[     3.4806],[     0.6247],True,[     1621.7],[     511.72],True,[    -69.578],[    -14.044],True,[     1549.1],[     495.91],True,[     1450.6],[     476.99],True,[     1692.9],[     583.24],True,[     1420.9],[     554.22],True,[     1691.5],[      634.3],True,[     1451.7],[     627.28],True,[     1663.1],[     501.85],True,[     1607.3],[     494.15],True,[     1602.7],[     610.96],True,[     1594.3],[     579.96],True,[     1711.4],[     596.99],True,[       1711],[     561.02],True
127,[     1668.4],[     574.46],True,[     1682.8],[     564.58],True,[     3.0714],[    0.55759],True,[     1605.7],[     520.63],True,[     -45.52],[    -9.2797],True,[     1539.2],[     504.06],True,[     1440.5],[     483.15],True,[     1662.1],[     585.35],True,[       1504],[     577.83],True,[     1659.7],[     626.01],True,[     1531.4],[     654.55],True,[     1662.6],[     505.92],True,[     1606.3],[     498.36],True,[     1614.3],[     610.45],True,[     1598.7],[     581.62],True,[     1718.9],[     592.84],True,[     1709.3],[     554.25],True
128,[       1135],[     394.59],True,[     1144.8],[     387.73],True,[      2.569],[    0.47093],True,[     1577.1],[     532.98],True,[    -26.715],[    -5.5345],True,[     1525.9],[     513.36],True,[       1426],[        491],True,[     1639.4],[     584.88],True,[     1534.9],[     595.39],True,[     1655.5],[     619.35],True,[     1562.8],[     674.85],True,[     1652.9],[     512.69],True,[       1597],[     504.64],True,[     1615.6],[      610.5],True,[       1601],[     576.45],True,[     1716.6],[     596.54],True,[     1708.9],[     555.09],True
129,[     1222.3],[     447.61],True,[     1232.7],[     441.24],True,[     2.0477],[     0.3788],True,[     1544.5],[     540.48],True,[    -12.721],[    -2.7304],True,[     1508.4],[     525.75],True,[     1420.7],[     495.39],True,[       1589],[     591.22],True,[     1548.9],[     602.07],True,[     1586.9],[     610.98],True,[     1569.4],[     680.01],True,[     1644.4],[     519.73],True,[     1594.7],[     506.79],True,[     1616.6],[     613.78],True,[     1608.3],[      570.1],True,[     1713.7],[     601.36],True,[     1708.5],[     553.38],True
130,[     776.89],[     290.24],True,[     1296.9],[     495.33],True,[     1.5559],[    0.29053],True,[     1512.4],[     550.06],True,[    -2.8754],[   -0.74313],True,[     1498.5],[     533.05],True,[     1423.7],[     500.51],True,[     1533.2],[      593.4],True,[     1546.6],[      603.2],True,[     1505.8],[      604.9],True,[     1559.8],[     672.96],True,[     1636.6],[     527.34],True,[     1592.6],[     512.69],True,[     1616.6],[     614.46],True,[     1601.7],[     561.65],True,[     1705.3],[     599.34],True,[     1695.6],[     551.94],True
131,[     433.95],[     167.83],True,[     831.63],[     326.09],True,[     1.1218],[    0.21173],True,[     1495.1],[     549.76],True,[     3.5688],[    0.57048],True,[     1490.4],[     535.47],True,[     1451.8],[     500.85],True,[       1493],[        590],True,[     1568.4],[     590.22],True,[     1452.9],[      594.3],True,[     1565.6],[     653.84],True,[     1628.6],[     530.49],True,[     1605.2],[     515.96],True,[     1620.7],[      606.8],True,[       1613],[     562.44],True,[     1701.5],[     596.64],True,[     1695.5],[     552.83],True
132,[     182.98],[      77.22],True,[     471.83],[     193.33],True,[     0.7586],[    0.14516],True,[     1482.2],[     546.39],True,[     7.3535],[     1.3545],True,[     1486.2],[     535.65],True,[     1475.8],[     499.83],True,[     1465.6],[     586.74],True,[     1575.9],[     576.59],True,[     1416.7],[     586.99],True,[     1023.2],[      425.4],True,[     1623.4],[     532.87],True,[     1616.1],[     518.67],True,[     1623.5],[     601.46],True,[       1622],[     564.46],True,[     1698.6],[     594.33],True,[     1696.5],[     553.96],True
133,[     540.88],[     212.65],True,[     738.11],[     290.52],True,[    0.46904],[   0.091594],True,[     1470.5],[     542.21],True,[     9.1585],[     1.7418],True,[       1482],[     536.75],True,[     1491.1],[     500.64],True,[     1445.4],[     587.97],True,[     1568.9],[     568.61],True,[     1391.2],[     585.25],True,[     1126.4],[     461.91],True,[     1618.6],[     538.79],True,[     1622.4],[     525.36],True,[     1629.2],[     598.98],True,[     1630.9],[      568.4],True,[     1701.5],[     592.87],True,[       1702],[     556.02],True
134,[     307.38],[     125.32],True,[     431.07],[     174.75],True,[    0.24897],[   0.050501],True,[     925.51],[     346.22],True,[     9.5704],[     1.8479],True,[     1469.7],[     542.35],True,[     1482.1],[     513.63],True,[     1430.5],[     587.93],True,[     1011.6],[     363.66],True,[       1379],[     580.04],True,[     688.68],[     279.96],True,[     1610.8],[     545.52],True,[     1615.8],[     534.83],True,[     1627.1],[     600.06],True,[       1630],[     569.93],True,[     1700.3],[     593.26],True,[     1699.1],[     561.16],True
135,[     135.54],[      60.23],True,[     202.98],[     87.776],True,[   0.090255],[   0.020547],True,[     507.94],[     194.98],True,[     509.46],[     212.81],True,[     1452.4],[     551.94],True,[     1462.3],[     531.66],True,[       1416],[     586.89],True,[     1109.2],[     408.81],True,[     1361.5],[     570.93],True,[     868.25],[     347.27],True,[     1593.7],[     549.85],True,[     1595.6],[     541.62],True,[     1625.1],[     599.77],True,[     1628.3],[      567.5],True,[     1697.4],[      590.1],True,[     1693.8],[     560.19],True
136,[     16.289],[     14.351],True,[     42.859],[     25.895],True,[  -0.017116],[ 3.4319e-06],True,[     732.48],[     278.72],True,[     392.01],[     163.53],True,[       1449],[     554.56],True,[     1476.4],[     527.08],True,[       1414],[     590.79],True,[      667.1],[     245.24],True,[     1364.3],[     569.25],True,[     512.04],[     201.81],True,[     1583.3],[     555.65],True,[     1595.4],[      545.7],True,[     1627.7],[     596.56],True,[     1634.9],[     567.71],True,[     1693.4],[     589.58],True,[     1694.1],[     558.64],True
137,[    -60.291],[    -15.753],True,[    -61.635],[    -15.228],True,[  -0.083541],[  -0.012966],True,[     401.42],[     156.69],True,[     286.72],[     119.42],True,[     1428.8],[     567.82],True,[     1445.5],[     536.19],True,[       1405],[     597.65],True,[     851.41],[     322.03],True,[     1354.9],[     569.67],True,[     246.48],[     93.943],True,[       1567],[     562.97],True,[     1573.1],[     548.65],True,[     1626.5],[      599.8],True,[     1631.5],[     556.47],True,[     1688.1],[     593.15],True,[     1687.7],[     544.42],True
138,[    -103.85],[    -33.506],True,[    -122.71],[     -39.98],True,[   -0.11884],[  -0.020124],True,[     160.52],[     67.203],True,[     197.47],[     82.083],True,[     1414.2],[     577.16],True,[     1421.4],[     542.83],True,[     1400.6],[     602.48],True,[     1011.3],[        388],True,[     1352.2],[     570.79],True,[     59.243],[     18.381],True,[     1555.6],[     567.79],True,[     1556.5],[     550.35],True,[     1625.3],[     602.59],True,[     1628.6],[        548],True,[       1684],[     596.33],True,[     1682.9],[     533.56],True
139,[    -123.09],[    -42.052],True,[    -151.51],[    -52.429],True,[   -0.13168],[  -0.023044],True,[    -4.3188],[     5.3671],True,[     125.43],[     51.991],True,[     1411.2],[     578.32],True,[     1425.3],[     535.05],True,[     1401.5],[     602.26],True,[     626.85],[     242.23],True,[     844.54],[     358.75],True,[     -63.67],[    -30.783],True,[     1540.8],[     572.45],True,[       1547],[     550.91],True,[     1618.4],[     605.21],True,[     1625.2],[      548.6],True,[     1681.1],[     604.01],True,[     1684.4],[     535.02],True
140,[    -198.73],[    -69.864],False,[    -249.73],[    -88.899],False,[   -0.20485],[  -0.036521],False,[    -171.13],[     -54.01],False,[     110.86],[     45.719],False,[     1401.1],[     584.39],False,[     1418.7],[     538.21],False,[     1391.3],[     604.55],False,[     529.57],[     207.42],False,[     723.78],[     311.06],False,[    -215.75],[     -94.05],False,[     1529.2],[     577.75],False,[     1537.4],[     554.31],False,[       1617],[     606.16],False,[     1624.9],[     545.79],False,[     1678.1],[     606.24],False,[     1682.4],[     531.71],False
141,[    -274.37],[    -97.676],False,[    -347.95],[    -125.37],False,[   -0.27802],[  -0.049997],False,[    -337.95],[    -113.39],False,[     96.292],[     39.447],False,[       1391],[     590.46],False,[       1412],[     541.37],False,[     1381.1],[     606.85],False,[     432.29],[     172.62],False,[     603.02],[     263.37],False,[    -367.83],[    -157.32],False,[     1517.5],[     583.05],False,[     1527.8],[     557.71],False,[     1615.7],[     607.11],False,[     1624.6],[     542.97],False,[     1675.2],[     608.47],False,[     1680.4],[     528.41],False
142,[    -350.01],[    -125.49],False,[    -446.17],[    -161.84],False,[   -0.35119],[  -0.063474],False,[    -504.76],[    -172.76],False,[     81.721],[     33.174],False,[     1380.9],[     596.53],False,[     1405.4],[     544.52],False,[       1371],[     609.15],False,[        335],[     137.82],False,[     482.26],[     215.69],False,[    -519.92],[    -220.58],False,[     1505.8],[     588.34],False,[     1518.3],[     561.11],False,[     1614.3],[     608.06],False,[     1624.2],[     540.16],False,[     1672.2],[      610.7],False,[     1678.4],[      525.1],False
143,[    -425.65],[     -153.3],False,[    -544.39],[    -198.31],False,[   -0.42436],[  -0.076951],False,[    -671.58],[    -232.14],False,[     67.151],[     26.902],False,[     1370.8],[      602.6],False,[     1398.7],[     547.68],False,[     1360.8],[     611.44],False,[     237.72],[     103.01],False,[      361.5],[        168],False,[       -672],[    -283.85],False,[     1494.2],[     593.64],False,[     1508.7],[     564.51],False,[     1612.9],[     609.01],False,[     1623.9],[     537.34],False,[     1669.2],[     612.94],False,[     1676.3],[      521.8],False
144,[    -501.29],[    -181.11],False,[     -642.6],[    -234.78],False,[   -0.49752],[  -0.090428],False,[    -838.39],[    -291.52],False,[      52.58],[     20.629],False,[     1360.7],[     608.68],False,[     1392.1],[     550.84],False,[     1350.6],[     613.74],False,[     140.44],[     68.209],False,[     240.74],[     120.31],False,[    -824.08],[    -347.12],False,[     1482.5],[     598.94],False,[     1499.2],[      567.9],False,[     1611.5],[     609.95],False,[     1623.5],[     534.52],False,[     1666.3],[     615.17],False,[     1674.3],[     518.49],False
145,[    -125.35],[    -45.392],True,[    -160.96],[    -58.933],True,[   -0.12399],[  -0.022575],True,[     -218.4],[    -76.238],True,[     8.2582],[     3.1193],True,[     1370.3],[     583.41],True,[     1372.5],[     564.95],True,[     1395.3],[     586.53],True,[     1143.5],[     437.09],True,[     1091.1],[     447.84],True,[    -212.09],[    -89.163],True,[     1501.2],[      567.1],True,[     1497.6],[      560.4],True,[     1603.8],[     553.84],True,[     1595.7],[     524.07],True,[       1650],[     547.24],True,[       1641],[     512.26],True
146,[    -66.542],[      -24.3],True,[    -85.974],[    -31.725],True,[  -0.065022],[  -0.011914],True,[    -132.91],[    -46.951],True,[     665.78],[     297.03],True,[     1362.5],[     578.53],True,[     1365.3],[        578],True,[     1411.1],[      561.4],True,[     1342.4],[     502.89],True,[       1278],[     485.44],True,[     629.93],[     212.39],True,[     1497.1],[     564.19],True,[     1492.8],[      568.2],True,[     1599.3],[      539.9],True,[     1591.3],[     526.29],True,[     1644.4],[     531.35],True,[     1636.7],[     514.57],True
147,[    -39.229],[    -14.548],True,[    -51.261],[    -19.182],True,[   -0.03746],[ -0.0069465],True,[    -96.844],[    -34.738],True,[      433.3],[     193.61],True,[     1371.6],[     586.43],True,[     1373.7],[     582.59],True,[       1424],[     560.94],True,[     1441.7],[     537.46],True,[     1365.3],[     508.71],True,[     1026.6],[     359.52],True,[       1507],[     563.51],True,[     1502.4],[     564.93],True,[     1589.4],[     531.71],True,[     1586.3],[      522.1],True,[     1635.8],[     517.97],True,[     1629.8],[     505.02],True
148,[    -21.887],[    -8.3482],True,[    -29.201],[    -11.202],True,[  -0.019989],[ -0.0037954],True,[    -73.324],[    -26.747],True,[     284.31],[     127.33],True,[     1368.7],[     588.84],True,[     1368.4],[     587.97],True,[     1418.5],[     557.15],True,[       1492],[     560.66],True,[     1414.7],[     525.97],True,[     1271.1],[     454.98],True,[     1510.1],[     558.97],True,[     1503.6],[     561.45],True,[     1585.5],[     528.81],True,[     1586.7],[     521.11],True,[     1637.3],[     511.84],True,[     1633.3],[     498.68],True
149,[    -9.7768],[    -3.9896],True,[     -13.72],[    -5.5657],True,[ -0.0079055],[ -0.0016051],True,[    -54.447],[     -20.23],True,[     174.87],[     78.585],True,[     1376.3],[     585.13],True,[     1391.2],[     579.93],True,[     1425.8],[      556.9],True,[     1530.7],[     571.24],True,[     1452.1],[     534.32],True,[       1435],[     517.29],True,[     1515.4],[     551.07],True,[       1520],[     553.02],True,[     1589.2],[      519.3],True,[     1597.5],[     513.79],True,[     1634.4],[     516.11],True,[       1635],[     503.71],True
150,[    -1.4215],[   -0.94705],True,[    -2.9475],[     -1.601],True,[ 0.00029336],[-0.00010614],True,[    -38.487],[    -14.613],True,[     92.874],[     42.017],True,[     1382.4],[     581.83],True,[     1408.8],[     573.28],True,[     1430.6],[     557.05],True,[     1549.5],[     575.79],True,[     1473.7],[     538.99],True,[     1536.8],[     557.09],True,[     1519.9],[     545.02],True,[       1533],[     546.52],True,[     1593.4],[     513.09],True,[     1606.9],[      508.9],True,[     1633.3],[     520.03],True,[     1637.4],[     507.82],True
